Situação de moradia_enc,Você está trabalhando atualmente?_enc,Você recebe bolsa ou auxílio financeiro? (Bolsa de estudos)_bin,cidade_cod,frequencia_volta_cod,Sua cidade natal é Santa Rita do Sapucaí?_bin,dependencias_ordinal,periodo_atual_enc,tipo_escola_enc,horas_estudo,abandono_oportunidade,Participação em atividades extracurriculares_enc,Você já realizou o trancamento de alguma disciplina por motivo de nota ou falta?_enc,Você já fez alguma evasão (transferência) de curso?_bin,faixa_idade_enc,genero_enc,evadiu
2,0,0,23,6,1,4,9,4,3.0,0.0,3,3,,2,1,0
0,0,1,29,2,0,4,3,4,2.0,0.0,0,3,0.0,2,1,0
3,2,0,25,1,0,1,5,2,11.0,1.0,7,1,0.0,3,1,0
2,1,1,29,1,1,1,5,0,5.0,0.0,15,3,0.0,4,1,0
3,2,0,19,2,0,0,0,2,,,21,0,0.0,3,1,0
3,0,1,11,6,0,3,7,2,10.0,1.0,14,0,0.0,3,1,0
1,2,1,29,6,0,1,0,2,9.0,0.0,6,0,,2,1,0
0,0,1,13,6,1,0,4,3,8.0,0.0,0,1,0.0,3,1,0
3,2,1,3,6,0,4,9,2,7.0,0.0,23,0,0.0,3,1,0
0,2,1,28,5,0,1,4,3,8.0,0.0,23,3,0.0,3,1,0
1,0,1,13,6,1,0,10,2,9.0,0.0,0,0,0.0,2,1,0
3,4,1,19,5,0,0,6,1,2.0,1.0,0,3,0.0,2,1,0
3,0,1,12,1,0,0,6,3,5.0,0.0,13,3,0.0,1,1,0
2,1,1,18,1,1,0,4,4,9.0,1.0,4,2,0.0,2,0,0
3,1,1,20,6,0,0,0,4,20.0,1.0,9,0,1.0,3,1,0
0,0,1,23,6,1,2,8,2,7.0,0.0,14,3,0.0,2,1,0
3,2,1,29,2,0,4,5,2,9.0,0.0,5,0,0.0,3,1,0
1,1,1,18,2,0,3,9,3,11.0,1.0,23,3,0.0,2,1,0
3,1,1,21,3,1,2,10,3,7.0,0.0,14,0,,6,0,0
0,0,1,9,3,0,4,10,4,10.0,0.0,20,3,0.0,6,0,0
3,1,0,19,5,1,3,10,2,8.0,0.0,0,3,0.0,3,1,0
0,6,0,20,6,0,1,3,3,2.0,0.0,19,3,0.0,3,1,0
3,3,0,25,3,0,0,10,2,11.0,1.0,0,0,1.0,4,1,0
1,6,1,29,6,0,1,7,3,8.0,0.0,9,3,0.0,2,1,0
1,0,0,12,6,0,4,9,1,9.0,0.0,12,2,1.0,3,0,0
0,2,1,16,6,1,4,7,0,10.0,0.0,21,3,0.0,3,1,0
3,1,0,9,4,0,3,2,3,2.0,0.0,2,1,1.0,3,0,0
2,0,1,9,6,0,0,4,3,9.0,0.0,23,2,0.0,5,1,0
3,1,0,9,2,0,2,0,3,12.0,0.0,0,2,0.0,2,1,0
3,0,0,19,6,0,2,0,2,5.0,1.0,23,3,0.0,3,1,0
0,2,0,15,0,0,1,10,3,8.0,0.0,12,0,0.0,6,1,0
3,3,1,21,5,0,4,3,2,10.0,1.0,3,1,0.0,3,1,0
1,0,1,7,2,0,0,5,2,10.0,,11,0,0.0,4,1,0
3,3,0,22,3,0,1,10,3,2.0,0.0,14,3,1.0,3,1,0
2,4,1,17,6,0,3,9,2,18.0,0.0,0,3,0.0,1,0,0
3,1,1,20,6,0,4,9,4,10.0,0.0,7,3,0.0,3,0,0
2,2,1,11,6,0,4,3,4,8.0,0.0,8,3,0.0,4,0,0
3,2,1,12,6,0,0,3,2,3.0,0.0,4,0,0.0,3,1,0
1,1,1,29,4,1,3,9,2,3.0,0.0,0,1,0.0,3,0,0
1,0,0,11,6,0,4,4,2,6.0,0.0,10,0,0.0,4,1,0
0,1,1,18,1,0,3,9,2,8.0,0.0,7,3,0.0,2,0,0
3,2,0,16,6,0,4,9,3,8.0,0.0,22,0,0.0,3,1,0
2,1,0,24,3,0,1,6,4,12.0,0.0,10,0,0.0,3,1,0
2,0,1,19,6,0,4,10,2,12.0,0.0,7,0,,2,1,0
3,1,1,2,6,1,3,6,2,12.0,0.0,9,1,0.0,1,1,0
3,0,1,29,0,0,0,10,4,10.0,1.0,0,3,0.0,2,1,0
0,2,1,29,6,1,0,9,4,12.0,0.0,13,0,0.0,2,1,0
3,0,0,22,6,0,4,5,2,6.0,0.0,5,3,0.0,3,1,0
1,0,1,9,2,0,4,5,2,7.0,1.0,4,2,0.0,1,1,0
2,1,0,28,6,0,4,6,3,9.0,0.0,15,2,1.0,3,1,0
0,1,0,17,6,0,0,6,2,8.0,0.0,5,3,0.0,4,1,0
0,0,1,21,5,1,2,5,2,9.0,0.0,0,3,0.0,2,1,0
1,2,1,29,6,0,3,3,4,8.0,0.0,0,3,0.0,3,1,0
0,1,1,15,6,1,4,5,2,6.0,0.0,6,2,1.0,3,1,0
1,0,1,3,6,0,0,10,3,9.0,0.0,1,3,0.0,2,1,0
2,1,1,26,6,1,3,3,2,2.0,0.0,15,3,0.0,2,1,0
1,0,1,20,5,0,0,0,2,5.0,1.0,11,2,0.0,2,1,0
1,0,1,18,1,0,3,10,2,9.0,0.0,13,3,0.0,6,1,0
1,0,1,15,6,0,3,3,3,10.0,0.0,11,2,0.0,3,1,0
1,4,1,29,6,0,3,4,4,4.0,1.0,23,1,0.0,4,1,0
2,0,1,15,3,0,4,10,4,10.0,0.0,8,0,0.0,3,1,0
0,1,0,29,5,0,3,4,2,5.0,0.0,9,0,0.0,3,1,0
0,0,1,22,6,0,1,2,4,13.0,0.0,11,3,1.0,2,1,0
1,1,1,29,6,0,1,0,2,2.0,0.0,0,1,0.0,3,1,0
2,0,1,0,6,1,3,10,0,11.0,0.0,21,0,0.0,3,0,0
2,6,1,0,6,0,3,0,4,7.0,0.0,14,0,1.0,3,1,0
1,0,1,24,2,0,0,6,4,7.0,0.0,22,0,0.0,3,1,0
2,1,1,4,6,0,0,8,4,12.0,1.0,18,1,0.0,2,1,0
1,5,1,12,6,0,1,2,2,10.0,1.0,0,3,0.0,3,1,0
1,2,1,9,3,0,2,7,2,2.0,0.0,5,3,0.0,3,1,0
3,4,0,24,5,0,0,6,0,10.0,1.0,8,3,0.0,5,1,0
1,1,0,21,5,0,4,5,2,11.0,0.0,4,0,0.0,2,1,0
1,3,1,28,6,1,1,8,2,6.0,0.0,1,3,0.0,2,1,0
1,0,1,29,1,0,4,10,2,3.0,0.0,1,1,0.0,2,0,0
0,6,1,17,6,0,1,5,3,10.0,0.0,2,3,1.0,2,0,0
3,1,1,0,6,0,3,4,2,12.0,1.0,23,0,0.0,3,1,0
0,0,0,29,6,0,1,5,2,12.0,0.0,3,1,0.0,3,1,0
1,1,1,19,2,0,4,8,4,11.0,0.0,13,1,1.0,3,1,0
3,2,0,0,6,0,0,7,2,9.0,0.0,23,0,0.0,3,1,0
0,2,0,20,6,0,3,10,2,11.0,0.0,0,0,0.0,4,1,0
0,0,1,3,6,0,3,5,3,12.0,0.0,4,0,0.0,3,1,0
2,6,1,23,3,0,1,3,2,7.0,0.0,8,3,0.0,2,1,0
0,2,0,26,1,0,1,8,2,11.0,0.0,15,1,0.0,3,1,0
1,0,0,25,4,0,1,4,2,6.0,0.0,23,2,0.0,3,1,0
1,0,0,13,6,0,1,7,2,10.0,0.0,11,0,0.0,3,1,0
0,2,0,10,4,1,3,0,2,12.0,0.0,18,3,0.0,3,1,0
2,0,1,29,2,0,4,6,2,5.0,0.0,9,3,0.0,4,1,0
1,1,0,27,3,0,1,5,3,7.0,0.0,23,0,0.0,3,1,0
1,1,0,13,6,0,0,10,3,11.0,0.0,0,3,0.0,3,1,0
2,5,0,26,2,1,3,7,4,5.0,0.0,0,3,0.0,2,1,0
2,0,0,28,6,0,4,8,2,11.0,0.0,0,1,0.0,4,1,0
0,1,0,19,6,0,4,2,4,6.0,0.0,7,3,1.0,3,1,0
3,1,1,19,6,0,3,1,1,9.0,0.0,4,2,0.0,1,1,0
3,2,1,0,2,0,1,0,2,7.0,1.0,7,0,0.0,3,1,0
1,2,1,5,6,0,1,5,2,6.0,,14,2,0.0,2,1,0
3,0,1,0,2,0,4,8,2,9.0,1.0,5,3,0.0,3,1,0
1,0,0,5,6,0,2,10,4,6.0,0.0,0,1,0.0,3,1,0
1,0,0,18,3,0,0,8,2,9.0,0.0,15,0,0.0,3,1,0
2,3,0,18,6,0,3,3,2,10.0,0.0,0,0,0.0,2,1,0
3,4,1,17,4,0,3,9,2,5.0,0.0,0,3,0.0,2,1,0
2,3,0,3,6,0,2,1,2,10.0,0.0,6,0,1.0,2,0,0
3,1,1,23,6,0,4,5,2,5.0,0.0,8,1,0.0,2,1,0
1,1,1,17,6,0,0,7,2,12.0,0.0,13,0,0.0,3,1,0
0,1,0,5,2,0,0,5,3,17.0,0.0,17,3,0.0,3,1,0
3,4,1,0,6,0,4,7,3,2.0,0.0,0,3,0.0,3,1,0
3,0,1,28,3,0,1,2,2,7.0,1.0,12,1,0.0,1,1,0
2,2,1,13,3,0,0,5,2,10.0,1.0,23,3,0.0,6,0,0
1,0,1,9,1,1,4,7,2,10.0,1.0,4,3,1.0,2,0,0
1,1,1,10,6,0,0,10,2,11.0,1.0,14,3,0.0,5,1,0
0,1,0,27,6,0,0,6,2,10.0,0.0,0,2,0.0,2,1,0
1,3,0,16,6,0,0,5,2,4.0,0.0,19,0,0.0,3,1,0
0,6,1,16,6,0,1,10,3,6.0,0.0,0,0,0.0,3,1,0
2,1,1,26,6,0,1,5,4,9.0,0.0,15,3,0.0,4,0,0
1,2,1,2,2,0,0,0,2,11.0,0.0,14,0,1.0,3,1,0
1,1,1,27,6,0,0,10,2,8.0,0.0,0,0,0.0,2,1,0
2,5,0,29,1,0,0,9,2,7.0,0.0,0,3,0.0,2,0,0
3,4,0,17,6,0,1,6,2,2.0,0.0,0,1,0.0,3,1,0
3,0,1,11,1,0,1,10,2,5.0,,11,3,0.0,2,0,0
2,2,0,17,5,0,4,6,2,3.0,1.0,0,1,0.0,2,0,0
0,2,1,8,6,1,0,5,2,3.0,0.0,9,3,1.0,3,0,0
1,1,0,29,4,0,1,6,4,8.0,0.0,0,0,,2,1,0
3,1,1,29,4,0,4,9,4,3.0,0.0,0,3,0.0,2,1,0
1,4,1,20,6,0,2,1,2,6.0,1.0,23,0,0.0,3,1,0
1,2,1,2,6,0,4,4,3,9.0,0.0,23,0,0.0,2,1,0
2,1,1,22,6,1,1,4,3,9.0,1.0,23,1,0.0,5,1,0
1,0,1,17,5,0,1,4,2,2.0,0.0,5,0,0.0,5,1,0
3,1,1,13,0,0,1,10,2,11.0,1.0,7,1,0.0,3,1,0
3,4,1,18,6,0,4,8,3,2.0,0.0,22,0,,3,1,0
0,6,1,27,3,0,0,7,2,11.0,0.0,3,0,0.0,3,1,0
2,1,1,19,2,0,1,5,3,4.0,0.0,22,1,0.0,3,1,0
2,1,1,14,3,0,1,9,2,20.0,0.0,0,0,0.0,2,1,0
3,2,1,29,0,1,0,2,3,2.0,0.0,2,3,0.0,6,0,0
1,1,1,29,2,0,0,3,2,9.0,1.0,12,0,0.0,6,1,0
3,6,1,8,3,0,0,10,2,5.0,0.0,7,3,0.0,2,1,0
3,0,0,24,4,0,0,7,2,5.0,0.0,4,3,1.0,3,1,0
0,0,1,14,6,0,1,8,4,6.0,0.0,1,3,0.0,3,1,0
0,1,0,16,1,0,3,9,2,20.0,1.0,19,3,0.0,3,1,0
1,0,1,13,1,0,3,10,2,3.0,1.0,0,2,0.0,2,1,0
0,0,0,10,6,0,3,5,3,9.0,0.0,10,3,0.0,2,1,0
0,1,1,20,6,0,2,10,2,14.0,0.0,13,3,0.0,5,0,0
3,5,1,28,6,0,0,3,2,12.0,0.0,19,3,0.0,3,1,0
3,4,1,18,2,0,1,5,3,11.0,1.0,12,0,0.0,2,0,0
0,2,0,12,6,0,0,0,2,6.0,0.0,0,3,0.0,3,1,0
0,0,0,21,1,1,0,0,2,,0.0,0,0,0.0,3,1,0
1,4,1,16,6,0,1,8,4,8.0,1.0,9,2,0.0,3,1,0
1,5,1,14,6,0,3,4,2,12.0,,12,0,0.0,5,0,0
3,5,1,6,2,0,0,6,4,6.0,0.0,0,1,0.0,3,1,0
2,1,1,19,0,1,2,3,1,10.0,0.0,14,1,0.0,1,1,0
3,1,1,7,5,0,4,3,4,8.0,0.0,23,3,0.0,2,1,0
0,2,0,26,0,1,4,1,4,14.0,0.0,11,2,0.0,2,1,0
2,1,1,23,0,0,2,10,2,3.0,0.0,12,3,0.0,2,1,0
0,2,1,29,1,0,0,10,2,9.0,0.0,0,0,0.0,4,1,0
1,2,1,5,6,0,1,2,4,10.0,0.0,14,3,0.0,2,1,0
3,2,1,6,1,1,2,10,3,7.0,0.0,2,0,0.0,1,1,0
1,0,1,26,5,0,3,8,3,2.0,0.0,7,3,1.0,2,1,0
2,2,1,21,2,1,3,1,3,6.0,0.0,13,1,0.0,3,1,0
2,3,0,20,1,0,0,9,2,7.0,0.0,23,3,0.0,4,1,0
0,5,1,13,6,1,4,7,2,7.0,0.0,12,3,0.0,1,1,0
0,0,1,7,6,1,4,7,2,9.0,0.0,0,0,0.0,1,1,0
0,0,1,25,3,0,3,7,2,12.0,,1,3,0.0,2,1,0
0,0,1,18,5,0,0,6,2,9.0,0.0,4,0,0.0,3,1,0
0,0,1,29,6,0,1,7,4,,0.0,19,0,0.0,3,1,0
2,2,0,3,6,0,0,10,2,11.0,0.0,0,3,0.0,5,0,0
0,2,1,2,6,0,3,8,2,7.0,0.0,8,2,0.0,2,1,0
0,0,1,19,3,0,4,10,2,8.0,0.0,3,3,0.0,2,1,0
3,2,1,10,3,0,0,2,2,8.0,0.0,6,0,0.0,2,1,0
1,0,0,29,5,0,3,8,4,5.0,0.0,20,0,0.0,2,1,0
2,5,1,10,6,0,0,7,2,10.0,0.0,13,0,1.0,2,1,0
2,1,1,24,6,0,3,8,2,6.0,0.0,8,0,1.0,2,1,0
2,0,0,20,5,0,3,7,3,2.0,1.0,20,1,0.0,4,1,0
1,5,1,27,6,0,4,2,2,6.0,0.0,4,3,0.0,3,1,0
2,1,0,8,4,0,0,6,3,7.0,1.0,4,1,0.0,2,1,0
1,5,1,7,5,0,1,4,3,9.0,0.0,19,0,0.0,3,1,0
1,1,1,20,6,0,1,7,2,8.0,0.0,3,3,1.0,2,0,0
3,1,1,17,6,0,4,0,3,3.0,0.0,0,3,0.0,1,1,0
2,4,1,18,6,0,0,0,2,7.0,0.0,8,0,0.0,2,1,0
3,0,1,18,6,0,0,10,2,4.0,0.0,1,3,0.0,2,1,0
2,1,1,17,6,0,0,7,2,11.0,0.0,17,3,0.0,2,1,0
0,4,0,23,2,1,3,9,4,2.0,0.0,4,3,0.0,2,1,0
2,2,0,29,6,0,1,3,3,7.0,0.0,7,3,1.0,3,1,0
2,0,0,18,6,1,1,8,3,9.0,0.0,2,3,0.0,3,0,0
3,0,1,29,1,1,1,7,0,9.0,0.0,19,2,0.0,3,1,0
1,0,0,12,6,0,3,8,2,10.0,0.0,0,3,0.0,3,1,0
0,1,1,20,1,0,0,1,3,8.0,0.0,23,1,0.0,4,0,0
0,1,0,20,6,0,1,5,2,4.0,0.0,15,0,0.0,2,1,0
2,0,0,26,4,0,3,0,2,3.0,1.0,11,0,0.0,1,1,0
1,0,1,28,3,0,4,10,3,20.0,0.0,0,3,1.0,2,1,0
3,1,0,19,1,1,0,10,3,10.0,0.0,1,1,0.0,1,1,0
2,1,1,21,6,1,4,0,2,7.0,0.0,8,0,1.0,3,1,0
0,0,1,29,6,0,1,5,4,10.0,0.0,8,0,0.0,3,1,0
2,3,1,18,1,0,4,4,2,4.0,1.0,10,0,0.0,2,1,0
3,1,0,25,0,0,4,10,2,7.0,0.0,6,3,1.0,1,0,0
0,0,1,13,5,1,0,3,3,4.0,0.0,19,3,0.0,4,1,0
1,1,0,15,6,0,1,6,2,8.0,1.0,11,3,0.0,3,0,0
2,1,1,9,3,0,3,9,1,2.0,,0,3,0.0,4,1,0
0,3,0,21,6,0,0,9,2,9.0,0.0,0,3,0.0,3,1,0
2,6,1,11,6,0,3,7,2,9.0,0.0,12,0,,6,1,0
0,0,0,18,6,0,4,2,2,7.0,0.0,9,3,,5,1,0
3,1,1,12,6,0,1,2,2,11.0,0.0,23,3,0.0,3,1,0
0,0,1,29,1,1,0,10,2,7.0,0.0,0,3,1.0,3,1,0
1,0,1,11,6,1,0,5,3,11.0,0.0,0,0,0.0,2,1,0
1,2,1,0,6,0,0,10,2,8.0,0.0,22,3,0.0,2,1,0
0,0,1,25,6,1,4,10,3,2.0,0.0,11,1,0.0,2,1,0
0,3,1,28,6,0,1,9,4,11.0,0.0,23,1,0.0,6,1,0
1,0,1,0,6,0,4,4,4,4.0,0.0,0,1,0.0,3,1,0
1,4,1,10,4,0,1,10,0,,0.0,2,2,0.0,4,1,0
0,1,0,13,6,0,0,9,3,5.0,1.0,10,0,0.0,3,1,0
3,1,1,28,6,0,3,10,2,2.0,0.0,6,3,1.0,2,1,0
2,0,1,5,4,0,3,9,1,7.0,0.0,9,0,0.0,2,1,0
1,2,0,29,6,0,1,6,2,7.0,0.0,4,3,0.0,2,1,0
0,0,1,29,6,0,3,1,2,6.0,1.0,0,3,0.0,2,1,0
0,0,1,17,6,0,2,10,4,4.0,0.0,13,1,1.0,3,1,0
2,1,1,9,2,0,1,6,2,7.0,1.0,2,0,0.0,1,1,0
2,0,1,15,6,0,4,7,3,,0.0,21,3,0.0,3,1,0
1,1,0,0,6,0,0,10,2,2.0,0.0,0,0,,3,1,0
2,0,1,12,4,0,0,3,3,10.0,0.0,15,0,0.0,3,1,0
3,0,1,26,6,1,3,9,4,3.0,0.0,2,0,0.0,3,1,0
1,0,1,29,6,0,0,0,2,10.0,1.0,16,1,1.0,4,1,0
0,0,1,7,4,1,3,10,2,7.0,1.0,9,2,0.0,2,1,0
0,2,0,16,6,0,0,2,4,11.0,1.0,0,3,0.0,3,1,0
2,1,1,15,5,0,0,7,3,3.0,0.0,0,1,1.0,2,1,0
0,2,1,15,6,0,0,5,2,11.0,0.0,4,0,,2,0,0
3,2,0,26,3,0,4,2,2,5.0,0.0,15,3,0.0,2,1,0
3,0,1,11,2,0,3,5,2,10.0,0.0,18,0,0.0,3,1,0
1,0,1,9,6,0,4,7,2,20.0,0.0,0,3,0.0,1,1,0
2,0,1,16,5,0,3,10,2,8.0,0.0,10,3,0.0,3,0,0
3,0,1,16,6,0,4,2,3,8.0,0.0,15,1,1.0,3,1,1
1,3,1,3,3,0,1,9,2,10.0,0.0,6,3,0.0,2,1,1
3,0,1,4,6,0,3,8,4,3.0,0.0,0,0,1.0,4,1,1
0,0,1,29,2,1,0,10,3,3.0,0.0,9,3,1.0,3,1,1
0,0,0,29,2,1,3,3,1,6.0,1.0,0,3,0.0,3,1,1
3,0,0,22,6,0,2,10,3,11.0,0.0,21,3,,2,1,1
2,0,1,16,4,0,3,4,4,9.0,0.0,8,0,1.0,2,1,1
1,0,0,28,6,0,1,6,3,7.0,0.0,20,3,0.0,3,1,1
2,1,0,29,6,0,1,10,2,9.0,,0,0,0.0,2,0,1
1,0,1,18,2,1,3,3,2,10.0,0.0,21,0,0.0,2,1,1
0,0,1,18,4,1,4,3,2,4.0,0.0,1,3,0.0,2,1,1
1,2,1,15,2,0,4,10,2,4.0,0.0,0,0,0.0,2,1,1
0,1,1,28,6,0,0,7,2,2.0,0.0,1,1,0.0,1,0,1
1,0,1,2,6,0,4,9,2,10.0,0.0,0,1,0.0,3,1,1
3,1,1,23,6,0,3,7,2,6.0,0.0,14,3,,3,1,1
0,0,1,28,6,1,2,10,4,7.0,,0,2,0.0,2,1,1
2,1,1,9,2,0,4,0,4,6.0,0.0,23,0,0.0,2,1,1
0,0,1,29,3,0,0,3,2,2.0,0.0,18,3,0.0,3,1,1
0,3,0,20,4,0,1,0,3,3.0,1.0,1,1,0.0,3,0,1
0,0,1,0,6,1,0,8,2,2.0,0.0,11,1,0.0,3,1,1
0,4,0,19,6,0,3,5,1,8.0,0.0,0,0,0.0,2,1,1
0,2,0,29,2,0,4,4,2,10.0,1.0,9,1,0.0,3,1,1
1,0,1,29,5,1,3,8,4,10.0,0.0,19,0,0.0,4,1,1
2,1,0,13,6,0,0,9,2,10.0,0.0,9,3,1.0,3,1,1
0,1,0,15,5,0,4,3,3,10.0,0.0,21,0,0.0,2,1,1
1,5,1,22,6,0,2,3,2,3.0,0.0,0,1,1.0,4,1,1
1,4,1,18,6,0,1,10,2,8.0,0.0,23,2,0.0,2,1,1
3,0,1,0,6,0,0,2,2,11.0,0.0,2,0,1.0,2,1,1
0,4,1,21,6,1,0,4,3,3.0,0.0,21,2,1.0,2,1,1
0,0,1,28,6,1,2,10,4,7.0,,0,2,0.0,2,1,1
0,2,1,15,6,0,0,6,2,5.0,0.0,1,3,0.0,2,1,1
1,1,0,11,6,1,3,6,4,9.0,0.0,4,0,0.0,3,1,1
2,1,1,0,2,0,0,5,2,10.0,0.0,11,0,0.0,3,1,1
0,1,1,13,1,0,0,2,2,8.0,0.0,0,3,1.0,6,0,1
0,1,0,23,2,1,4,6,0,7.0,0.0,0,2,0.0,3,1,1
1,0,0,29,5,0,4,7,4,11.0,0.0,3,3,0.0,3,0,1
3,0,1,11,0,1,1,7,1,6.0,0.0,5,1,0.0,3,1,1
2,1,0,27,5,0,1,8,4,2.0,0.0,9,3,0.0,3,1,1
3,4,1,28,1,1,3,6,2,8.0,0.0,11,1,0.0,2,0,1
3,0,1,17,4,0,3,8,2,5.0,0.0,0,0,0.0,2,1,1
0,0,1,13,6,0,4,5,4,6.0,0.0,0,0,0.0,3,0,1
0,6,1,29,2,0,2,4,2,7.0,0.0,13,0,0.0,2,0,1
3,0,1,27,6,0,0,1,3,7.0,0.0,23,1,0.0,3,0,1
3,4,1,12,4,0,3,9,2,11.0,0.0,8,0,1.0,2,1,1
3,0,1,24,6,0,3,7,3,8.0,0.0,1,1,0.0,2,1,1
1,4,0,29,3,0,4,3,2,2.0,0.0,6,3,0.0,3,0,1
3,0,1,15,6,0,0,1,0,6.0,0.0,0,3,0.0,2,1,1
3,5,0,29,3,1,0,4,1,2.0,1.0,0,3,0.0,2,1,1
1,1,1,11,6,0,4,9,2,9.0,0.0,6,3,0.0,2,1,1
2,0,1,15,5,0,0,5,3,7.0,0.0,0,1,0.0,4,1,1
1,0,1,26,5,0,4,4,4,11.0,1.0,9,3,0.0,2,1,1
2,0,0,8,6,0,0,10,2,7.0,0.0,9,3,1.0,2,1,1
1,0,1,21,5,0,3,5,2,11.0,0.0,0,0,0.0,2,1,1
3,1,1,15,6,0,1,4,4,12.0,0.0,0,2,1.0,4,1,1
2,4,0,18,6,0,0,10,2,9.0,0.0,0,3,0.0,3,1,1
0,2,1,29,6,0,3,4,4,11.0,0.0,9,3,0.0,3,1,1
3,5,1,23,3,0,1,2,4,2.0,0.0,17,0,0.0,1,1,1
1,0,1,21,5,0,3,5,2,11.0,0.0,0,0,0.0,2,1,1
0,1,0,27,6,0,0,1,2,8.0,0.0,8,0,0.0,2,1,1
0,0,1,29,6,0,3,5,2,9.0,0.0,15,0,0.0,3,1,1
3,3,0,17,4,0,3,0,4,9.0,0.0,5,3,0.0,3,1,1
0,1,1,19,5,0,4,0,2,11.0,0.0,21,0,0.0,1,1,1
3,0,0,10,2,0,0,10,4,5.0,0.0,0,1,0.0,3,1,1
2,0,1,6,3,1,3,9,2,7.0,0.0,8,3,0.0,2,0,1
3,3,0,25,6,0,3,8,4,7.0,0.0,23,3,1.0,3,1,1
1,0,1,17,5,0,4,10,3,2.0,0.0,1,0,1.0,2,1,1
1,0,0,7,6,0,1,7,2,8.0,0.0,14,1,1.0,4,1,1
1,1,1,7,6,0,4,10,2,10.0,0.0,0,3,0.0,3,0,1
1,2,1,15,5,0,0,10,4,7.0,0.0,0,3,0.0,3,1,1
3,0,1,25,6,0,4,10,2,8.0,0.0,13,1,0.0,2,1,1
3,0,1,0,6,0,1,7,2,8.0,0.0,7,3,0.0,4,0,1
1,0,1,16,1,0,1,6,4,4.0,0.0,6,0,1.0,3,1,1
0,2,1,24,6,0,3,2,1,7.0,1.0,23,3,1.0,2,0,1
0,1,0,29,2,0,3,4,2,8.0,0.0,0,1,1.0,3,0,1
0,4,0,29,0,1,3,9,0,5.0,0.0,6,3,0.0,3,1,1
1,0,1,15,2,1,4,5,2,5.0,0.0,19,0,0.0,3,1,1
2,0,1,17,4,0,0,4,0,10.0,0.0,0,3,0.0,2,1,1
0,0,1,19,5,1,4,6,4,5.0,0.0,7,0,1.0,2,1,1
2,0,1,13,6,1,0,8,2,6.0,0.0,22,1,0.0,2,1,1
1,1,1,22,0,0,3,10,2,10.0,0.0,0,3,0.0,2,1,1
1,2,1,10,6,0,3,10,2,7.0,1.0,17,0,0.0,2,1,1
0,2,1,21,6,1,3,7,2,11.0,0.0,8,0,0.0,3,1,1
0,0,0,29,6,0,3,7,3,7.0,0.0,5,3,0.0,3,0,1
3,1,1,18,6,1,1,2,2,10.0,1.0,9,0,0.0,2,1,1
3,0,1,29,6,0,4,4,2,3.0,1.0,8,3,0.0,5,1,1
3,1,1,18,6,0,1,8,3,7.0,0.0,1,3,,2,0,1
0,1,1,0,2,1,3,0,3,10.0,1.0,16,0,1.0,3,1,1
0,0,0,11,1,1,0,10,3,10.0,0.0,0,2,1.0,2,1,1
1,4,1,12,6,0,1,10,4,12.0,1.0,4,0,0.0,3,1,1
3,2,1,29,2,1,0,3,2,9.0,1.0,17,0,0.0,5,1,1
3,0,1,7,6,0,1,2,2,9.0,0.0,13,3,0.0,2,0,1
0,1,1,16,6,0,0,6,0,10.0,1.0,17,3,0.0,3,1,1
0,0,0,17,1,1,2,0,2,4.0,0.0,0,0,0.0,2,1,1
3,3,1,18,6,0,0,3,3,7.0,1.0,7,3,0.0,6,1,1
2,1,1,9,5,0,0,1,2,10.0,0.0,23,2,0.0,3,1,1
2,3,0,2,6,0,4,5,2,9.0,0.0,3,0,0.0,2,0,1
1,1,1,29,6,0,1,2,2,9.0,0.0,6,3,0.0,3,1,1
3,1,0,11,6,0,2,3,3,8.0,0.0,13,3,0.0,4,1,1
3,0,1,29,6,0,4,5,4,5.0,0.0,9,1,1.0,5,1,1
1,6,1,0,6,0,4,6,4,5.0,0.0,0,3,0.0,3,1,1
1,1,1,29,5,0,4,5,3,5.0,0.0,0,0,0.0,3,1,1
0,1,1,0,3,0,0,10,2,9.0,0.0,0,3,0.0,3,1,1
3,1,0,26,6,1,3,10,2,8.0,0.0,14,0,0.0,2,1,1
3,3,0,15,6,0,1,5,2,9.0,0.0,19,3,0.0,2,0,1
1,1,1,27,6,1,1,8,2,11.0,1.0,6,1,0.0,2,1,1
0,6,1,29,4,1,3,6,2,4.0,,11,3,0.0,3,1,1
1,1,0,12,6,0,0,9,2,12.0,1.0,18,0,0.0,3,1,1
2,6,1,20,4,0,3,10,4,,0.0,10,3,0.0,2,1,1
1,0,0,20,3,0,3,6,3,10.0,1.0,11,1,0.0,2,1,1
2,0,0,22,0,0,4,8,3,10.0,0.0,2,0,0.0,3,1,1
2,0,1,17,0,0,3,8,2,8.0,0.0,2,3,1.0,2,0,1
0,0,1,7,6,0,0,8,2,5.0,1.0,14,2,0.0,4,0,1
0,0,1,6,2,0,0,9,2,9.0,,5,3,0.0,2,1,1
1,0,1,29,1,0,3,5,0,3.0,0.0,13,1,0.0,2,1,1
3,3,1,18,3,0,3,6,3,11.0,0.0,23,0,0.0,3,1,1
1,0,1,6,6,1,4,8,4,2.0,0.0,16,1,,5,1,1
2,1,1,3,6,0,4,5,3,11.0,0.0,16,0,0.0,2,1,1
3,0,1,29,6,0,3,0,2,11.0,0.0,18,3,0.0,2,1,1
0,1,1,17,6,0,4,4,4,8.0,0.0,8,0,0.0,3,1,1
2,0,1,23,6,0,3,3,3,6.0,1.0,7,1,0.0,4,1,1
